level,age,gender,marital_status,faculty,department,skill,preparation_before,preparation_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.148716539661496,3.6325162845476453,No,No,-0.5162002551138509
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.5893591875358246,3.9770803199734552,Yes,Yes,0.3877211324376306
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8480750791722462,3.7893119671675013,Yes,Yes,-0.05876311200474493
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.786945596040816,3.91501601171264,No,,0.12807041567182376
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.927612930733827,3.897211420639349,No,,-0.03040151009447767
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.051495411696547,3.707289374860584,Yes,No,-0.34420603683596296
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.1392315722715445,3.7293417008772147,Yes,No,-0.40988987139432975
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9710975382907288,4.482994605165288,No,No,0.5118970668745595
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.988182204404124,3.660184598775332,No,No,-0.3279976056287919
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8966116579294576,3.964117596748314,Yes,No,0.06750593881885658
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.4535648047137064,3.892470990992111,No,No,0.4389061862784045
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.3808814768940034,3.2455258073862576,No,No,-0.1353556695077458
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.9815760439823724,4.071813211946405,Yes,No,0.09023716796403258
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.501528343585513,3.450269341015632,No,No,-0.051259002569880696
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.6657730618296713,3.5654153511188675,No,No,-0.1003577107108038
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.94297621735877,3.4953283714250203,Yes,Yes,-0.4476478459337496
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7862687287958154,3.3779573299457164,Yes,Yes,-0.40831139885009904
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.663294472034674,3.7197198642435594,No,,0.05642539220888532
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.6346071925365737,3.789964179349505,No,,0.1553569868129312
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.8931369392594855,3.4120221236379615,Yes,No,-0.4811148156215239
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.28614548149151,3.446206024450601,Yes,No,-0.8399394570409089
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.4162733387768305,3.6021110591205754,No,No,0.1858377203437449
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.8153367142521857,3.1603429966491845,No,No,-0.6549937176030012
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.14712064492631,3.6660995534694587,Yes,No,-0.4810210914568511
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.955340671941505,3.5360754234783096,No,No,-0.4192652484631956
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.7184659418797374,3.4080387365855653,No,No,-0.3104272052941721
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.8917350509436464,4.210243687879932,Yes,No,0.3185086369362855
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9952349005992494,4.139564328738722,No,No,0.14432942813947225
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.1620848678071445,4.2058862069632665,No,No,0.043801339156122054
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.443608395252472,3.593682707205071,Yes,Yes,0.15007431195259935
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.646115651531082,4.107941295962497,Yes,Yes,0.4618256444314146
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.958799519118805,3.6017178747878815,No,,-0.35708164433092326
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.001954958854225,4.015203827883948,No,,0.013248869029722776
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9499065492648433,3.8742522153717642,Yes,No,-0.07565433389307907
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.995917935762144,3.578131484012517,Yes,No,-0.41778645174962703
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.125462565749866,3.9473223108445974,No,No,-0.17814025490526886
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.009024239458011,3.5163024802007605,No,No,-0.49272175925725037
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.589082448025825,3.538486438132207,Yes,No,-1.0505960098936176
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.697593986510068,3.666270418144479,No,No,-0.03132356836558925
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.7846804872294992,3.5842764493234807,No,No,-0.20040403790601857
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.4838906177438687,3.3498039766028804,Yes,No,-0.13408664114098823
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.046600233606917,4.1300718989410825,No,No,0.08347166533416583
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.948937239650457,3.4245761025677224,No,No,-0.5243611370827348
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8396711550403797,3.4252698083870046,Yes,Yes,-0.41440134665337514
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.567808312076158,3.911752446461824,Yes,Yes,0.34394413438566573
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.422675272177885,3.5415630378440897,No,,-0.8811122343337949
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.997922942859493,3.1963096391232595,No,,-0.8016133037362336
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.109919391609858,3.6742060673418875,Yes,No,-0.4357133242679705
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.5132756137092978,3.5017208729705374,Yes,No,-0.011554740738760394
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9747292103170504,4.075872227879024,No,No,0.10114301756197319
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.020488613139116,3.5509749842700677,No,No,-0.469513628869048
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.356926311649104,3.880588853030386,Yes,No,-0.47633745861871857
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.044601123665047,3.9321905153189087,No,No,-0.11241060834613847
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.176968600458592,4.42564928638059,No,No,0.24868068592199855
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.4556024077912393,3.74471644603225,Yes,No,0.2891140382410109
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.8257593279778455,3.5484522395153433,No,No,-0.2773070884625022
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9070115630223556,4.34590623782661,No,No,0.4388946748042546
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8565109121750383,3.0021584587934256,Yes,Yes,-0.8543524533816127
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8044062776519834,3.98884535368766,Yes,Yes,0.18443907603567666
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.796778259583371,3.934542014277786,No,,0.13776375469441504
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.240853988023253,3.8802342571686914,No,,-0.36061973085456156
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.766709229086715,3.767149006931063,Yes,No,0.0004397778443481215
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.08622795864096,3.682117881485872,Yes,No,-0.4041100771550874
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.073601087875795,3.4342572206892528,No,No,-0.6393438671865419
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.7854362211329335,4.171949462850073,No,No,0.3865132417171391
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.921687301899157,2.965722830893877,Yes,No,-0.9559644710052804
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.2294803968027828,3.7436828156915536,No,No,0.5142024188887708
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.7160449302634784,3.733520230779094,No,No,0.017475300515615633
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.183571624748038,2.880895564677737,Yes,No,-1.3026760600703007
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.709565330264434,3.561752543546124,No,No,-0.1478127867183101
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.3176893638143756,3.8157611895762376,No,No,0.49807182576186193
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.150032481356903,3.5905149648364016,Yes,Yes,-0.5595175165205015
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.5265184222917005,3.6216983541876915,Yes,Yes,0.09517993189599094
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.253889312389727,3.1275588292154315,No,,-1.126330483174295
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.8731077056443306,3.6697488875688364,No,,-0.20335881807549416
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.5257160621273744,3.8805604562166076,Yes,No,0.3548443940892332
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.6932707656489123,3.455214894016091,Yes,No,-0.23805587163282116
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.311775971289455,3.5610533279760377,No,No,-0.7507226433134173
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.93322867222131,3.558188010566014,No,No,-0.3750406616552957
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8592765072164044,3.803181916178567,Yes,No,-0.056094591037837205
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9260852943463895,4.135726201416424,No,No,0.20964090707003447
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.8348938852351964,4.0677990659665415,No,No,0.23290518073134514
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.7050674852733603,3.994290294284395,Yes,No,0.2892228090110347
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.053756060681511,4.01560758283845,No,No,-0.038148477843061634
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.286226038137871,4.048859084106279,No,No,-0.23736695403159214
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.906468019597895,3.869940705212289,Yes,Yes,-0.03652731438560597
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.318351686272944,3.6400946797490614,Yes,Yes,-0.6782570065238827
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.1877317139243475,3.7943358686543256,No,,-0.3933958452700219
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.465321063970263,3.71081458373238,No,,0.24549351976211664
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.075835829043579,4.191663833113625,Yes,No,0.11582800407004612
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.250334539085446,3.7901786156848054,Yes,No,-0.4601559234006407
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.3277764962450505,3.6763816940276874,No,No,0.348605197782637
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.727066245776466,3.414141582455476,No,No,-0.3129246633209899
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.007783495277983,3.5449613613766013,Yes,No,-0.4628221339013816
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.6364586984986405,3.6912677353604075,No,No,0.05480903686176708
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.879343316226036,4.113895683566109,No,No,0.2345523673400729
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.7854130260207626,3.4288827066814243,Yes,No,-0.3565303193393383
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.610065814829038,4.535060383669391,No,No,0.9249945688403529
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.825670124866686,4.356076358132689,No,No,0.5304062332660027
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7430156337381217,4.297399599717121,Yes,Yes,0.5543839659789991
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8414797929865494,3.8635830910828988,Yes,Yes,0.022103298096349366
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.843511290722991,3.142875676284688,No,,-0.700635614438303
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.6632459672355675,3.3488096061600703,No,,-0.3144363610754972
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.6289171261641235,4.177376945535874,Yes,No,0.5484598193717507
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.6791451802736863,4.1263428715757104,Yes,No,0.44719769130202414
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9824195562848144,3.5426330800287857,No,No,-0.4397864762560286
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.568086123190068,3.7031052986465594,No,No,0.13501917545649134
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.21791208177874,3.721564146977962,Yes,No,-0.4963479348007782
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.6015011051526025,3.850508524935355,No,No,0.24900741978275232
