Timestamp,Are you a student of the University of Lagos?,"If not, what is your university/institution?",What is your current academic level?,How old are you?,What is your gender?,What was your relationship status during the strike?,What is your faculty?,What is your department?,"Kindly input your department, if not listed in the previous question. ",How has the ASUU strike affected you and your academic performance?,What was the most challenging part of returning to academic life after the strike?,Did you undertake any work during the strike?,How did you develop yourself during the strike?,How prepared were you for the exams? [Before Strike],How prepared were you for the exams? [After Strike],How were your lectures affected by the strike?,How often did you engage in academic activities during the strike?,How many courses did you take in the affected semester? ,How many credit units did your courses add up to in the affected semester?,What was your CGPA before the strike?,What was your CGPA after the strike?
05/04/2023 21:11:22,Yes,,200 Level,21,Male,Single,Engineering,Chemical Engineering,,"Assu strike affected me in a bad way because I do not know when the strike was going to end, I was reading regularly two weeks after the strike then when I notice the strike was later extended I got tried of reading because there was no zeal for me to read and I was also facing some family issues so I had to work and forget about school at the moment in order for the financial situation in my family to reduce and I forgot about school and started thinking about money which made it bad for me to cope after the strike ended",I had to participate in overnight reading which I am not always good with it and I had to do it regularly in order for me to cover up what I did not read and also a terrible tragedy happen to me ( the death of my mum). This happened a week to my exams so I was not in my stable state to properly write my exams.,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,12,24,0,0
05/04/2023 21:11:27,Yes,,400 Level,21,Male,Single,Sciences,Physics,,Not much,"Getting into things again
The reading and whatnot",Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,6,12,2.74,2.97
05/04/2023 21:12:52,Yes,,300 Level,23,Female,Single,Sciences,Marine Science,,"My performance in terms of my wellbeing due to strike didn't change, I love staying at home due to my anxiety anything that gives me a reason to stay at home is welcome to a limit. I only hated that the strike went on during a semester leaving unfinished work and I had to retrace my step in every aspect of school when they finally called it off, That was hard for me in terms of academic... Abeggg ASUU if you want to go on strike, go after a session has been concluded to reduce my unnecessary guilt trip of not reading for pending exams.","Getting used to leaving my house and staying on long queues for bus and ending up going late for classes. It took me a while to adapt back to the school environment, both academically and socially. Lastly exams period and the preparations were tough.",Did not work during the strike,None of the above,Moderately,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,21,3.25,3.25
05/04/2023 21:14:16,Yes,,100 Level,18,Male,Single,Clinical Sciences,Radiology,,Terribly,Reading from the Start ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,17,0,5
05/04/2023 21:33:36,Yes,,200 Level,26,Female,Single,Sciences,Botany,,It's made me quite frustrated and tired of everything,"Reading and going through the rigorous day to day activities of school
In fact, everything just seems so challenging",Did not work during the strike,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,0.1,3.1,3.22
05/04/2023 21:45:11,Yes,,200 Level,20,Male,Single,Sciences,Biochemistry,,,,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,21,3,3
05/04/2023 21:47:07,Yes,,400 Level,23,Female,Dating,Engineering,Electrical & Electronics Engineering,,I have lost almost all the drive to study engineering ,Having to do a whole semester in 2 months ,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,12,21,3.2,3.48
05/04/2023 21:58:53,Yes,,200 Level,20,Male,Single,Social Sciences,Geography,,Not bad,Having to prepare mentally for the tasks,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,16,3.7,3.59
05/04/2023 22:07:45,Yes,,100 Level,20,Male,Single,Sciences,Botany,,"Awan challenges yen poor gan.
Melo melo ni mo fe maro",No money ,Did not work during the strike,None of the above,Very,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,7,3.8,3.8
05/04/2023 23:11:44,Yes,,200 Level,21,Female,Single,Management Science,Finance,,I lost the passion to read like before because of the strikes. My love for attending classes also reduced ,Attending classes ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,7,12,4.3,4.3
06/04/2023 04:52:21,Yes,,200 Level,23,Male,Single,Management Science,Finance,,I lost all the vibes and energy about education ,Coming back and trying so add to start reading for exams ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,7,18,4.56,4.3
06/04/2023 05:13:00,Yes,,100 Level,19,Male,Single,Engineering,Chemical Engineering,,Not badly but not in the positive either,,Worked in a role unrelated to my studies,None of the above,Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,14,0,4.43
06/04/2023 06:17:15,Yes,,300 Level,21,Female,Dating,Sciences,Botany,,Badly,Waking up early for classes and understanding stuff I’m taught ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,19,3,2
06/04/2023 07:22:38,Yes,,400 Level,26,Male,Single,Management Science,Finance,,,,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Moderately,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,22,4.3,4
06/04/2023 08:40:35,Yes,,300 Level,20,Female,Single,Engineering,Systems Engineering,,,Catching up with school's learning ,Worked in a role unrelated to my studies,Acquired skills relevant to course of study,Very,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,10,17,3.79,3.88
06/04/2023 08:46:57,Yes,,100 Level,19,Female,Single,Sciences,Cell Biology & Genetics,,"Very bad,the urge to read is not there anymore","Leaving my work,or rather the skill I paid for is the most challenging ",Worked in a role unrelated to my studies,Vocational training and artisanship,Poorly,Moderately,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,7,21,0,3.57
06/04/2023 09:00:29,Yes,,300 Level,22,Female,Single,Sciences,Microbiology,,No enthusiasm to study ,Reality if exams ,Did not work during the strike,Vocational training and artisanship,Very,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,17,4.14,4.3
06/04/2023 09:04:04,Yes,,300 Level,23,Male,Dating,Engineering,Electrical & Electronics Engineering,,"Well,I have celebrated my birthday twice in the same level","I am totally zoned out of school and lost interest
It’s hard getting them back",Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Very,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,,3.98,3.38
06/04/2023 10:01:53,Yes,,300 Level,25,Male,Dating,Social Sciences,Political Science,,I dropped from 4.62 to 4.44,Adapting to academic life,Worked in a role unrelated to my studies,None of the above,Very,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,7,,4.62,4.44
06/04/2023 10:23:04,No,University of Ibadan ,300 Level,22,Male,Single,Social Sciences,Economics,,Reduced enthusiasm for academic related activities ,Refocusing ,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Moderately,Moderately,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,10,30,2.8,2.7
06/04/2023 10:32:03,Yes,,400 Level,21,Male,Single,Law,Law,,"Made me less sharper academically, because there’s this natural mental alertness that a person has when faced with school/academic work.","It was the return to academic rigour. Having stayed away from school for so long, some people even forgot how to write, lol, let alone construct thoughts to write an exam.",Did not work during the strike,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,6,22,3.56,0
06/04/2023 10:36:58,Yes,,500 Level,20,Male,Single,Engineering,Chemical Engineering,,Tpugh,Felt disjointed with school work,Did not work during the strike,None of the above,Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,5,15,3.1,2.8
06/04/2023 10:58:42,Yes,,300 Level,21,Female,Single,Sciences,Zoology,,,Becoming fond of school again ,Did not work during the strike,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,6,,3.4,3.89
06/04/2023 10:58:58,Yes,,300 Level,22,Male,Single,Sciences,Zoology,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,5,,2.98,3.22
