school,level,age,gender,relationship,faculty,department,strike_effect,challenge,work,skills,prep_before,prep_after,lecture,academic_act,courses_taken,course_unit,cgpa_before,cgpa_after,cgpa_change
university of lagos,200 Level,26,Female,Single,Sciences,Botany,It's made me quite frustrated and tired of everything,"Reading and going through the rigorous day to day activities of school
In fact, everything just seems so challenging",Did not work during the strike,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,0,3.1,3.22,0.1200000000000001
university of lagos,200 Level,20,Male,Single,Sciences,Biochemistry,,,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,21,3.0,3.0,0.0
university of lagos,400 Level,23,Female,Dating,Engineering,Electrical & electronics engineering,I have lost almost all the drive to study engineering ,Having to do a whole semester in 2 months ,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,12,21,3.2,3.48,0.2799999999999998
university of lagos,200 Level,20,Male,Single,Social Sciences,Geography,Not bad,Having to prepare mentally for the tasks,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,16,3.7,3.59,-0.11000000000000032
university of lagos,100 Level,20,Male,Single,Sciences,Botany,"Awan challenges yen poor gan.
Melo melo ni mo fe maro",No money ,Did not work during the strike,None of the above,Very,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,7,3.8,3.8,0.0
university of lagos,200 Level,21,Female,Single,Management Sciences,Finance,I lost the passion to read like before because of the strikes. My love for attending classes also reduced ,Attending classes ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,7,12,4.3,4.3,0.0
university of lagos,200 Level,23,Male,Single,Management Sciences,Finance,I lost all the vibes and energy about education ,Coming back and trying so add to start reading for exams ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,7,18,4.56,4.3,-0.2599999999999998
university of lagos,100 Level,19,Male,Single,Engineering,Chemical engineering,Not badly but not in the positive either,,Worked in a role unrelated to my studies,None of the above,Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,14,0.0,4.43,4.43
university of lagos,300 Level,21,Female,Dating,Sciences,Botany,Badly,Waking up early for classes and understanding stuff I’m taught ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,19,3.0,2.0,-1.0
university of lagos,400 Level,26,Male,Single,Management Sciences,Finance,,,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Moderately,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,22,4.3,4.0,-0.2999999999999998
university of lagos,300 Level,20,Female,Single,Engineering,Systems engineering,,Catching up with school's learning ,Worked in a role unrelated to my studies,Acquired skills relevant to course of study,Very,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,10,17,3.79,3.88,0.08999999999999986
university of lagos,100 Level,19,Female,Single,Sciences,Cell biology & genetics,"Very bad,the urge to read is not there anymore","Leaving my work,or rather the skill I paid for is the most challenging ",Worked in a role unrelated to my studies,Vocational training and artisanship,Poorly,Moderately,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,7,21,0.0,3.57,3.57
university of lagos,300 Level,22,Female,Single,Sciences,Microbiology,No enthusiasm to study ,Reality if exams ,Did not work during the strike,Vocational training and artisanship,Very,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,17,4.14,4.3,0.16000000000000014
university of lagos,300 Level,23,Male,Dating,Engineering,Electrical & electronics engineering,"Well,I have celebrated my birthday twice in the same level","I am totally zoned out of school and lost interest
It’s hard getting them back",Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Very,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,,3.98,3.38,-0.6000000000000001
university of lagos,300 Level,25,Male,Dating,Social Sciences,Political science,I dropped from 4.62 to 4.44,Adapting to academic life,Worked in a role unrelated to my studies,None of the above,Very,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,7,,4.62,4.44,-0.17999999999999972
university of ibadan,300 Level,22,Male,Single,Social Sciences,Economics,Reduced enthusiasm for academic related activities ,Refocusing ,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Moderately,Moderately,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,10,30,2.8,2.7,-0.09999999999999964
university of lagos,400 Level,21,Male,Single,Law,Law,"Made me less sharper academically, because there’s this natural mental alertness that a person has when faced with school/academic work.","It was the return to academic rigour. Having stayed away from school for so long, some people even forgot how to write, lol, let alone construct thoughts to write an exam.",Did not work during the strike,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,6,22,3.56,0.0,-3.56
university of lagos,500 Level,20,Male,Single,Engineering,Chemical engineering,Tpugh,Felt disjointed with school work,Did not work during the strike,None of the above,Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,5,15,3.1,2.8,-0.30000000000000027
university of lagos,300 Level,21,Female,Single,Sciences,Zoology,,Becoming fond of school again ,Did not work during the strike,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,6,,3.4,3.89,0.4900000000000002
university of lagos,300 Level,22,Male,Single,Sciences,Zoology,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,5,,2.98,3.22,0.2400000000000002
